,year,title
10167,2016,"biojs-io-biom, a BioJS component for handling data in Biological Observation Matrix (BIOM) format"
10168,2016,Culture-independent bacterial community profiling of carbon dioxide treated raw milk.
10169,2016,Genotyping of evolving prokaryotic populations
10170,2016,GRNsight: a web application and service for visualizing models of small- to medium-scale gene regulatory networks
10171,2016,Discovery of a new path for red blood cell generation in the mouse embryo
10172,2016,Regulation of cancer epigenomes with a histone-binding synthetic transcription factor
10173,2016,Detection of mRNA decay machinery association with RNA during unstressed and stressed conditions
10174,2016,"Phase variable DNA repeats in Neisseria gonorrhoeae influence transcription, translation, and protein sequence variation"
10175,2016,The fail-safe mechanism of post-transcriptional silencing of unspliced HAC1 mRNA
10176,2016,Circadian RNA expression elicited by 3’-UTR IRAlu-paraspeckle associated elements
10177,2016,Aequatus: an open-source homology browser
10178,2016,The report of my death was an exaggeration: A review for researchers using microsatellites in the 21st century
10179,2016,What does research reproducibility mean?
10180,2025,Sponge taxonomy in the -omics era: resolving Haplosclerida polytomies with phylogenetics and metabolomics
10181,2023,Split batch and coculture fermentation to regulate the organic acids and flavor profile of fruit wine-a case study of Prunus mume Sieb. et Zucc (greengage) wine
10182,2023,Effects of the cessation of fish-processing effluent discharges on the soil microbiome associated with saltbush patches
10183,2023,Automated Discovery of Container Executables
10184,2023,Changes in rice rhizosphere and bulk soil bacterial communities in the Doñana wetlands at different growth stages
10185,2023,Rapid Detection of SARS-CoV-2 Variants by Molecular Clamping Technology Based RT-qPCR
10186,2023,KadiStudio Use-Case Workflow: Automation of Data Processing for in Situ Micropillar Compression Tests
10187,2023,Besoins ontologiques pour la transformation des aliments
10188,2023,9 A Scalable Architecture for Smart Genomic Data Analysis in Medical Laboratories
10189,2023,High turnover of de novo transcripts in Drosophila melanogaster
10190,2023,"Neoadjuvant Chemotherapy or Combined Chemo-Radiation Therapy of Pancreatic Ductal Adenocarcinoma Differentially Shift Immune Activation, ECM Composition, Energy Metabolism, and Ribosomal Proteins of the Residual Tumor Mass"
10191,2023,Identi�cation of two putative novel deltapartitiviruses and an enamovirus in coriander transcriptomes
10192,2022,Bioinformatic tools for research in CRC
10193,2022,Fire and post-fire management alters soil microbial abundance and activity: A case study in semi-arid shrubland soils
10194,2022,RNASeq and VariantSeq applications and Server Side of GPRO suite
10195,2022,Privacy-preserving Copy Number Variation Analysis with Homomorphic Encryption
10196,2022,Allopatric divergence of cooperators limits cheating range and effects of a defector mutation
10197,2022,Marker Genes (16S and ITS) Protocol for Plant Microbiome Analyses
10198,2022,CpG enrichment as a live attenuated vaccine development strategy for influenza A virus
10199,2022,KadiStudio: FAIR Modelling of Scientific Research Processes
10200,2022,ArticleAn expanded interplay network between NF-B p65 (RelA) and E
10201,2022,Title: A new gene encoding a cytosolic glutamine synthetase in pine is linked to developing tissues Running title: New conifer glutamine synthetase 1 gene linked to developing tissues
10202,2022,"Core respiratory microbiome of the blue whale, Balaenoptera musculus"
10203,2022,Methods Included
10204,2022,Methods Included
10205,2022,Methods Included
10206,2022,Methods Included
10207,2022,Transcriptome responses of virus-transmitting aphid vectors are shaped by the host plant and the virus mode of transmission
10208,2022,Scientific Community-Driven Ecosystem as a Supporter to Co-Create and Co-Evolute Science
10209,2022,Discovery of Single-Stranded DNA Aptamers for the Detection of Ranavirus
10210,2022,"A retrobiosynthetic approach for production, conversion, sensing, dynamic regulation and degradation of molecules"
10211,2022,A Plastidial Glycolytic-Gluconeogenic Switch of Mitochondrial Origin Enables Diatom Adaptations to High Latitudes
10212,2021,"Loyola eCommons Loyola eCommons Genome Sequence of Pseudomonas Phage UMP151, Isolated Genome Sequence of Pseudomonas Phage UMP151, Isolated from the Female Bladder Microbiota from the Female Bladder Microbiota"
10213,2021,A Revised Adaptation of the Smart-Seq2 Protocol for Single-Nematode RNA-Seq.
10214,2021,NextGen molecular barcoding of larval grouper diet in an extensive green-water pond system
10215,2021,Regulation of Human Neutrophil Responses to Candida albicans by Carcinoembryonic
10216,2021,A Web Platform to Integrate Bioinformatics Tools. A Case of Study
10217,2021,Investigation of the Individual Soybean Root Nodule Microbiome
10218,2021,A Practical Guide on Computational Tools and Databases for Transposable Elements in Plants.
10219,2021,Kadi4Mat: A Research Data Infrastructure for Materials Science
10220,2021,Experimental and Computational Workflow for RNA Sequencing in Mycobacterium tuberculosis : From Total RNA to Differentially Expressed Genes.
10221,2021,Study of Genome-Wide Occupancy of Long Non-Coding RNAs Using Chromatin Isolation by RNA Purification (ChIRP).
10222,2021,NexGen Sequencing Data: Bioinformatic Tools for Visualization and Analysis
10223,2021,Hints to Enhance your HTS Experiment and Obtain Meaningful Results 1 MedDocs eBooks
10224,2021,Bioinformatics for Human Microbiome
10225,2021,ELIXIR and Toxicology: a community in development [version 1; peer review: awaiting peer review]
10226,2021,Microsatellite Markers from Whole Genome and Transcriptomic Sequences
10227,2021,Exploring DTI Benchmark Databases Through Visual Analytics
10228,2021,Mitigating Uncertainty in Developing Scientific Applications in Integrated Environment
10229,2021,Construction of Human Proteoform Families from 21 Tesla FT-ICR Mass Spectrometry Top-Down Proteomic Data
10230,2021,Title: Large-scale population analysis of SARS-CoV-2 whole genome 1 sequences reveals host-mediated viral evolution with emergence of mutations 2 in the viral Spike protein associated with elevated mortality rates. 3
10231,2021,SM-MRAN210312 1..2
10232,2021,Insight from a Containerized Kubernetes Workload Introspection
10233,2021,Social environment and genetics underlie body site- specific microbiomes of Yellowstone National Park gray wolves ( Canis
10234,2021,Conserved interferon signature between adult and pediatric eosinophilic esophagitis
10235,2021,A Systematic Evaluation of Semispeciﬁc Peptide Search Parameter Enables Identiﬁcation of Previously Undescribed N-Terminal Peptides and Conserved Proteolytic Processing in Cancer Cell Lines
10236,2021,Optimizing Workflow Task Clustering Using Reinforcement Learning
10237,2021,Mechanisms involved in the active secretion of CTX-M-15 b -lactamase by pathogenic E.
10238,2021,Wastewater Treatment for Bioenergy Purposes Using a Metaproteomic Approach
10239,2021,Identification of X-chromosomal genes that drive global X-dosage effects in mammals
10240,2021,NMR-Based Metabolomics
10241,2021,Synthetic biology design tools for metabolic engineering
10242,2021,A Compendium of Bioinformatic Tools for Bacterial Pangenomics to Be Used by Wet-Lab Scientists.
10243,2021,Identification of Translation Start Sites in Bacterial Genomes.
10244,2021,Emerging Trends of Bioinformatics in Health Informatics
10245,2021,Osteoporosis and Osteoarthritis
10246,2021,Mapping 5-Hydroxymethylcytosine (5hmC) Modifications in Skeletal Tissues Using High-Throughput Sequencing.
10247,2021,miCLIP-MaPseq Identifies Substrates of Radical SAM RNA-Methylating Enzyme Using Mechanistic Cross-Linking and Mismatch Profiling.
10248,2021,"Pulling the strings of cell cycle : a non-coding RNA , CcnA , modulates the master regulators CtrA 1 and GcrA in Caulobacter crescentus 2 3"
10249,2021,OP-GBEV210184 1..14
10250,2021,Advances in Biotechnological Tools and Techniques for Metatranscriptomics
10251,2021,Methods for studying the forest tree microbiome
10252,2021,Helastic: On combining threshold-based and Serverless elasticity approaches for optimizing the execution of bioinformatics applications
10253,2021,Identification of Genetic Variants and de novo Mutations Based on NGS
10254,2021,Gene Homologies Identi�ed between Trypanosoma cruzi Antigen 36 and Mammalian TRIM21 Genes Using Bioinformatics Analysis
10255,2021,"META-pipe cloud setup and execution [version 3; peer review: 2 approved, 1 approved with reservations]"
10256,2021,AFCL: An Abstract Function Choreography Language for serverless workflow specification
10257,2021,The SWI / SNF chromatin remodeling complex helps resolve R8 loop-mediated transcription-replication conflicts 9 10 11
10258,2020,"The use of environmental DNA for the detection of Palaemonias ganteri (Hay, 1901), a federally endangered cave species"
10259,2020,HELLENIC MEDITERRANEAN UNIVERSITY DEPARTMENT OF ELECTRICAL AND COMPUTER ENGINEERING
10260,2020,Statistical models to capture protein-RNA interaction footprints from truncation-based CLIP-seq data (Statistische Modelle zur Detektion von Protein-RNA Interaktionen aus trunkierungsbasierten CLIP-seq Daten)
10261,2020,Running head: Regulation of lifestyle transition in V. fischeri
10262,2020,Review of Issues and Solutions to Data Analysis Reproducibility and Data Quality in Clinical Proteomics.
10263,2020,ToxoDB: Functional Genomics Resource for Toxoplasma and Related Organisms.
10264,2020,User-Friendly and Interactive Analysis of ChIP-Seq Data Using EaSeq.
10265,2020,Protein-Based Stable Isotope Probing (Protein-SIP): Applications for Studying Aromatic Hydrocarbon Degradation in Microbial Communities
10266,2020,"Isolation, Genetic Characterization and Clinical Application of Bacteriophages of Pathogenic Bacterial Species"
10267,2020,Structure-based Virtual Screening and Molecular Dynamic Simulation Studies of the Natural Inhibitors of SARS-CoV-2 Main Protease
10268,2020,eBCSgen: A Software Tool for Biochemical Space Language
10269,2020,"Computational Metagenomics: State-of-the-Art, Facts and Artifacts"
10270,2020,"unknown to date to which extent this unequal segregation of heteroplasmies between cells arises from mosaicism in the parental cell population, selection on mutated mtDNA molecules on the cellular or organelle level, genetic drift during reduction of mtDNA during reprogramming"
10271,2020,"Advances in Conceptual Modeling: ER 2020 Workshops CMAI, CMLS, CMOMM4FAIR, CoMoNoS, EmpER, Vienna, Austria, November 3–6, 2020, Proceedings"
10272,2020,Previously titled: Pluripotency of Wolbachia against Arbovirus: the case of yellow fever
10273,2020,Next-Generation Sequencing in the Study of Infectious Diseases
10274,2020,Algorithms for Mitochondrial Genome Assembly and Haplogroup Assignment from Low-Coverage Whole-Genome Sequencing Data
10275,2020,Knowledge and attitudes among life scientists towards reproducibility within journal articles.
10276,2020,Towards an Ontology for Tertiary Bioinformatics Research Process
10277,2020,ToxoDB: the functional genomic resource for Toxoplasma and related organisms
10278,2020,Bioinformatics
10279,2020,OBSOLETE: NexGen Sequencing Data: Bioinformatic Tools for Visualization and Analysis
10280,2020,"Development and characterization of thirteen novel microsatellite markers for use in Greenland sharks (Somniosus microcephalus), with cross-ampli�cation in Paci�c sleeper sharks (Somniosus paci�cus)"
10281,2020,OP-BRCM200053 1..14
10282,2020,Integrating metatranscriptomes and metagenomes for deconvolution of composition and expression in human gut and artificial communities
10283,2020,"Calculating the Most Likely Intron Splicing Orders in S. Fly, Zebrafish, and Humans"
10284,2020,Links DNA Damage Signaling during Antigenic Variation with Regulation of I-Transcribed Antigen
10285,2020,Genetic Determinants of Resistance to Extended-Spectrum Cephalosporin and Fluoroquinolone in <named-content content-type='genus-species'>Escherichia coli</named-content> Isolated from Diseased Pigs in the United States
10286,2020,"Mushrooms, Humans and Nature in a Changing World: Perspectives from Ecological, Agricultural and Social Sciences"
10287,2020,"Advances in Bioinformatics and Computational Biology: 13th Brazilian Symposium on Bioinformatics, BSB 2020, São Paulo, Brazil, November 23–27, 2020, Proceedings"
10288,2020,Modern tools in improving rice production
10289,2020,"Isolating Male Meiocytes from Maize and Wheat for ""-Omics"" Analyses."
10290,2020,The scope of transformation and genome editing for quantitative trait improvements in rice
10291,2020,"A Sustained Immune Response Supports Long-Term Antiviral Immune Priming in the Pacific Oyster, <named-content content-type='genus-species'>Crassostrea gigas</named-content>"
10292,2020,Modifications of Community Structure in Ectomycorrhizal Arctic Fungi as a Consequence of Global Warming
10293,2020,Multiplex analyses using methylation sensitive restriction enzyme qPCR
10294,2019,A Traveler’s Guide to Complex Carbohydrates in the Cyber Space
10295,2019,Eliminating uncertainty in the process of knowledge acquisition from the large-scale genomic data
10296,2019,A Genomic Perspective on Ecological Diversification in Bacillus in Death Valley National Park
10297,2019,Enabling Scalable Data Analysis on Cloud Resources with Applications in Life Science
10298,2019,Tackling “Big Data” with Biology Undergrads: A Simple RNA-seq Data Analysis Tutorial Using Galaxy.
10299,2019,Complete genome sequence of a previously undescribed badnavirus occurring in
10300,2019,University of Birmingham PhenoMeNal
10301,2019,Studies on cysteine-rich peptides from Nemertea and Violaceae : Proteomic and transcriptomic discovery and characterization
10302,2019,The ten commandments of translational research informatics
10303,2019,Omics Approaches to Understanding Muscle Biology
10304,2019,The potential for polyphosphate cycling in Archaea and anaerobic polyphosphate formation in Methanosarcina mazei
10305,2019,Evaluating chromatin accessibility differences across multiple primate species using a joint modelling approach
10306,2019,Pathological Tau Induces Neurodegeneration by Sequestering and Inhibiting LSD1
10307,2019,Investigating Brain Repair and Development Using Stem Cells
10308,2019,"Exploring the sequence, function, and evolutionary space of protein superfamilies using sequence similarity networks and phylogenetic reconstructions."
10309,2019,Vanilla (Vanilla spp.) Breeding
10310,2019,Unraveling the neurogenin/ngn-1 gene regulatory network of C. elegans using classical genetics and comparative transcriptomics
10311,2019,Assessing the prevalence of multidrug resistant Salmonella enterica from stream sediment and poultry litter in the Shenandoah Valley of Virginia
10312,2019,Guidelines for Bioinformatics and the Statistical Analysis of Omic Data
10313,2019,Collaborative Efforts for Understanding the Human Brain
10314,2019,High-throughput sequencing
10315,2019,Data Warehousing with TargetMine for Omics Data Analysis.
10316,2019,Pipeline of High Throughput Sequencing
10317,2019,Constructing Computational Pipelines
10318,2019,Genome Annotation: Perspective From Bacterial Genomes
10319,2019,Effects of long-term exposure to elevated temperature on Zea mays endosperm development during grain ﬁll
10320,2019,Metabolome Analysis
10321,2019,Genome Alignment
10322,2019,Encoding Information and Directing Cell Fate Using Ras/Erk Signaling Dynamics
10323,2019,Workflow Development for the Functional Characterization of ncRNAs.
10324,2019,On the relevance of quality score metadata in genomic sequence data for omics applications
10325,2019,GENETIC PROFILES OF FIELD CANCERIZATION AND INTRATUMORAL HETEROGENEITY IN ORAL SQUAMOUS CELL CARCINOMA
10326,2019,The genomic evaluation of estrogen degradation by Rhodococcus equi ATCC 13557
10327,2019,A microbiome analysis of equine peripheral dental caries using next generation sequencing.
10328,2019,Tools for Understanding miRNA-mRNA Interactions for Reproducible RNA Analysis.
10329,2019,Proteomics Mass Spectrometry Data Analysis Tools
10330,2019,Novel insights into the effects of manipulating DNA methyltransferase levels on the imprinted and non-imprinted regions of the genome
10331,2019,"Systematically linking tranSMART, Galaxy and EGA for reusing human translational research data [version 1; peer review: 2 approved]"
10332,2019,Reproducible big data science: A case study in continuous FAIRness
10333,2019,"Fungi in a hot, dry, changing world"
10334,2019,"The Plant Microbiome: Diversity, Dynamics, and Role in Food Safety"
10335,2019,The Galaxy Platform for Reproducible Affinity Proteomic Mass Spectrometry Data Analysis.
10336,2019,Cellulose defects in the Arabidopsis secondary cell wall promote early chloroplast development.
10337,2019,The Role of Exploratory Data Analysis and Pre-processing in Omics Studies
10338,2019,Exome Sequencing Data Analysis
10339,2019,Ten steps to get started in Genome Assembly and Annotation [version 1; referees: 2 approved]
10340,2019,Ecological Metabolomics: Challenges and Perspectives
10341,2019,CellOrganizer: Learning and Using Cell Geometries for Spatial Cell Simulations.
10342,2018,Surveying Host Innate Immune Responses To Interferon Antagonist-Deficient Murine Coronaviruses
10343,2018,Bioinformatics and Biomedical Engineering
10344,2018,"CADMIUM ALTERS EYE-RELATED GENE EXPRESSION CADMIUM EXPOSURE ALTERS GENE EXPRESSION OF LENS, RETINA, AND EYE-RELATED GENES IN ZEBRAFISH AND HUMAN LENS EPITHELIAL CELLS"
10345,2018,OrthoQuery: A Tripal Database Module to Assess and Visualize Gene Family Evolution
10346,2018,Cloning and Identification of Recombinant Argonaute-Bound Small RNAs Using Next-Generation Sequencing.
10347,2018,Characterizing a Novel Forward Locomotion Mutant in Caenorhabditis Elegans
10348,2018,DNA Methylation Analysis by Bisulfite Conversion Coupled to Double Multiplexed Amplicon-Based Next-Generation Sequencing (NGS).
10349,2018,Comparative Metaproteomics to Study Environmental Changes
10350,2018,EuPathDB: The Eukaryotic Pathogen Genomics Database Resource.
10351,2018,Expression of the heparan sulfate biosynthesis enzymes NDST1 and NDST2 and their major splice variants in human tissues.
10352,2018,The Role of ID3 and PCB153 in the Hyperproliferation and Dysregulation of Lung Endothelial Cells
10353,2018,Biological roles and regulation of biosurfactants produced by the plant-colonizing bacterium Pseudomonas syringae B728a
10354,2018,Off-Target Based Drug Repurposing Using Systems Pharmacology
10355,2018,The Role of the Microbiome in Regulating House Dust Mite-Induced Asthma
10356,2018,Characterization of Listeria sensu stricto specific genes involved in colonization of the gastrointestinal tract by Listeria monocytogenes
10357,2018,The Role Of Spi-B And Pu.1 Transcription Factors In B Cell Development And In Suppression Of Leukemogenesis
10358,2018,Cross-feeding interactions of gut symbionts driven by human milk oligosaccharidesand mucins
10359,2018,Ovarian Microcystic Stromal Tumors Are Characterized by Alterations in the Beta-Catenin-APC Pathway and May be an Extracolonic Manifestation of Familial Adenomatous Polyposis.
10360,2018,High Throughput Sequencing-Based Approaches for Gene Expression Analysis.
10361,2018,Population Genomics: Advancing Understanding of Nature
10362,2018,The Transcriptionally Perm issive Chromatin State of Embryonic Stem Cells Is Acutely Tuned to Translational Output Graphical Abstract Highlights
10363,2018,Transcriptional and developmental consequences of aneuploidy during male meiosis
10364,2018,Digital Comprehensive Summaries of Uppsala Dissertations from the Faculty of Medicine 1492 Genetic Cartography at Massively Parallel Scale
10365,2018,Gaining insights from RNA-Seq data using iDEP 1
10366,2018,R1 Retrotransposons in Drosophila melanogaster are Transcribed by RNA Polymerase I Upon Heat Shock
10367,2018,Développement et application d'un outil bio-informatique pour cartographier la machinerie de l'ARN polymérase I chez les mammifères
10368,2018,Identification of New Bacterial Small RNA Targets Using MS2 Affinity Purification Coupled to RNA Sequencing.
10369,2018,On the Prowl: An In Vivo Method to Identify RNA Partners of a sRNA.
10370,2018,A KDM5 Inhibitor Increases Global H3K4 Trimethylation Occupancy and Enhances the Biological Efficacy of 5-Aza-2'-Deoxycytidine.
10371,2018,The metabolic microenvironment regulates myogenic fate decisions through altered histone acetylation
10372,2018,Integrative Analysis of Proteomics Data to Obtain Clinically Relevant Markers.
10373,2018,translatomic profiling of Drosophila oenocytes under aging and oxidative stress 1
10374,2018,Concurrent duplication of the Cid and Cenp-C genes in the Drosophila subgenus with signatures of subfunctionalization and male germline-biased expression
10375,2018,"Web-based Computational Tools for Exploration, Analysis, and Visualization of Genomic Data"
10376,2018,Descriptor : Computational work fl ow to study the seasonal variation of secondary metabolites in nine different bryophytes
10377,2018,Characterizing the metabolic limitations of protein synthesis in model systems
10378,2018,The identification of aptamers against serum biomarkers of human tuberculosis
10379,2018,Tissue Proteomics
10380,2018,Quantitative Proteomics to Support Translational Cancer Research
10381,2018,University of Groningen Recessive Spondylocarpotarsal Synostosis Syndrome Due to Compound Heterozygosity for Variants in MYH 3
10382,2018,BIOPHYSICAL FEATURES OF THE EXTRACELLULAR MATRIX DIRECT BREAST CANCER METASTASIS
10383,2018,MS2-Affinity Purification Coupled With RNA Sequencing Approach in the Human Pathogen Staphylococcus aureus.
10384,2018,Otic Regeneration and Development: Advancement of Stem Cell-Based Methodology for In Vitro Modeling of Mammalian Inner Ear Sensory Epithelia
10385,2018,Next generation DNA sequencing based strategies; towards a new era for the traceability of endangered species and genetically modified organisms
10386,2018,Towards a Science Gateway Reference Architecture
10387,2018,MICA: Multiple interval-based curve alignment
10388,2017,The Female Urogynecological Microbiome: Determining Niche Specificity
10389,2017,Automatic deployment and reproducibility of workflow on the Cloud using container virtualization
10390,2017,RNA‐seq: Applications and Best Practices
10391,2017,Reproducibility analysis of the scientific workflows
10392,2017,Creation of Reusable Bioinformatics Workflows for Reproducible Analysis of LC-MS Proteomics Data
10393,2017,Regulatory T cells constrain the TCR repertoire of antigen-stimulated conventional CD 4 T cells
10394,2017,Online Resource for Integrative Omics ) : a web-based platform for rapid integration of next generation sequencing data
10395,2017,Rearrangement in Pre-B Cells during B PU . 1 Regulates Ig Light Chain Transcription
10396,2017,University of Birmingham Catalogue of differentially expressed long noncoding RNA following activation of human and mouse innate immunity
10397,2017,"Systematically linking tranSMART, Galaxy and EGA for reusing"
10398,2017,1 A Biomaterial Screening Approach to Reveal Microenvironmental Mechanisms of Drug Resistance
10399,2017,"Nutrient Sensing , Nutrition , and Metabolism Hamp 1 mRNA and plasma hepcidin levels are influenced by sex and strain but do not predict tissue iron levels in inbred mice"
10400,2017,Development of Bioinformatics Infrastructure for Genomics Research in H 3 Africa
10401,2017,Análisis bioinformático de Arn-Seq con una perspectiva para Bolivia
10402,2017,Transcriptomes and Splicing in Human Pluripotent Stem Cells
10403,2017,Uncovering tasselsheath3. A Genomic and Phenotypic Analysis of a Maize Floral Mutant.
10404,2017,Assessing therapeutic potential of molecules: molecular property diagnostic suite for tuberculosis (MPDSTB)\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\odd
10405,2017,mRNA to modulate synthetic circuit resource allocation.
10406,2017,From Virus Protection to Cell Isolation and Biomarker Discovery with Aptamers
10407,2017,Mechanisms and impact of Post-transcriptional Exon Shuffling (PTES)
10408,2017,Discovering disease causing variants in dogs through whole genome sequencing
10409,2017,PARP1 facilitates EP300 recruitment to the promoters of the subset of RBL2-dependent genes.
10410,2017,"Anaerobic Utilization of Hydrocarbons, Oils, and Lipids"
10411,2017,Target Expansion of a Starvation Response Pathway
10412,2017,"Supporting analysis, visualisation and biological interpretation of metabolomics datasets"
10413,2017,Modular and Linear-Time Structural Clustering of RNA Sequences using the Galaxy Framework
10414,2017,Scientific Workflows on Clouds with Heterogeneous and Preemptible Instances
10415,2017,Lawrence Berkeley National Laboratory Recent Work Title Variant profiling of evolving prokaryotic populations Permalink
10416,2017,H 3 K 14 ac is linked to methylation of H 3 K 9 by the triple Tudor domain of SETDB 1
10417,2017,Cell cycle–dependent spatial segregation of telomerase from sites of DNA damage
10418,2017,Development of New Bioinformatic Approaches for Human Genetic Studies
10419,2017,Physiological Mechanisms of Desiccation Resistance in Fruit-Parasitic Rhagoletis Flies
10420,2017,Hamp 1 mRNA and plasma hepcidin levels are influenced by sex and 1 strain but don ’ t predict tissue iron levels in inbred mice 2 3
10421,2017,Containerizing Conda Experiences Building 2000 Applications As Portable Docker And Singularity Images
10422,2017,The identification and characterization of microbial FK506-binding proteins
10423,2017,Aus der Klinik für Innere Medizin der Medizinischen Fakultät Charité – Universitätsmedizin Berlin und der Unité de recherche sur les Maladies infectieuses et tropicales émergentes Marseille DISSERTATION «Genotyping and Genomotyping of Tropheryma whipplei – The Causative Agent of Whipple's Dise
10424,2017,A cohort of new adhesive proteins identified from transcriptomic analysis of foot glands.
10425,2017,Exploring the Plant Microbiome Through Multi-omics Approaches
10426,2017,D 2 . 3 – User Feedback and Future Roadmap
10427,2017,Submission in Response to NSF CI 2030 Request for Information
10428,2017,Computational Generation of RNA Nanorings.
10429,2017,Advancements in forensic DNA-based identification
10430,2017,Science Gateway Patterns and Practices: Experiences Deploying Web Portals for Science at the NERSC Supercomputing Center
10431,2017,Computational Methods for Mass Spectrometry-based Study of Protein-RNA or Protein-DNA Complexes and Quantitative Metaproteomics
10432,2016,Advanced Immunoinformatics Approaches for Precision Medicine
10433,2016,Nanopore Sequencing of RNA from Breast Cancer Genes
10434,2016,Tools for cluster analysis of data from genome-wide association studies
10435,2016,Title 1 SNVPhyl : A Single Nucleotide Variant Phylogenomics pipeline for microbial genomic epidemiology 2 Authors 3
10436,2016,"Evaluating gene flow, gene expression divergence, and hybrid expression in Drosophila sister species"
10437,2016,Phase specific transcriptional regulation of circadian clock and metabolism in mouse liver
10438,2016,Analysis of autophagy in lung cancer
10439,0,Edinburgh Research Explorer The non-classical major histocompatibility complex II protein SLA-DM is crucial for African swine fever virus replication
10440,0,Plasmacytoid dendritic cells control homeostasis of Plasmacytoid dendritic cells control homeostasis of megakaryopoiesis megakaryopoiesis
10441,0,"Wolbachia , Aedes aegypti , Yellow fever virus , vector competence"
10442,0,2 0 2 1 DNA METHYLTRANSFERASE 3 ( MET 3 ) is regulated by Polycomb Group 1 complex during Arabidopsis endosperm development 2
10443,0,A coordinated transcriptional switching network mediates antigenic
10444,2022,Secondary Analysis of ChIP-SEQ Dataset and Genomic Interactions of ICER
10445,0,"Orchestration and Workflows in eScience: Problems, Standards, and Solutions."
10446,0,A generally conserved response to hypoxia in iPSC-derived cardiomyocytes from 1 humans and chimpanzees 2 3 4
10447,0,"2016 Ieee International Conference on Big Data (big Data) I'll Take That to Go: Big Data Bags and Minimal Identifiers for Exchange of Large, Complex Datasets"
10448,0,Natural variants in C. elegans atg-5 3'UTR uncover divergent effects of autophagy on polyglutamine aggregation in different tissues
10449,0,Nucleophosmin 1 cooperates with the methyltransferase DOT1L to regulate H3K79me2 levels and DNA satellites expression at peri-nucleolar heterochromatin
10450,0,Project identification
10451,0,IL-10-producing Th1 cells possess a distinct molecular signature in malaria
10452,0,TOOLS AND SOFTWARE USED IN NETWORK PHARMACOLOGY STUDIES
10453,0,Transcriptomic pro�les of Crandell-Rees feline kidney cells infected with Varicellovirus felidalpha-1 (FHV-1) �eld and vaccine strains
10454,0,Rothamsted Repository Download
10455,2025,Unveiling Airborne Microbiomes through Metagenomic Sequencing
10456,2025,Cadmium immobilization in river sediments using nano-chlorapatite modified biochars: Effects on prokaryotic communities.
10457,2025,A glycine at position 105 leads to clavulanic acid and avibactam resistance in class A β-lactamases.
10458,2025,Microbial metabolisms determine soil priming effect induced by organic inputs
10459,2025,Studies on the Japanese soil-borne wheat mosaic virus movement protein highlight its ability to bind plant RNA
10460,2025,Bringing Cinco De Bio to the Cloud
10461,2025,Whole-Genome Insights into the Probiotic Prospects of Blautia producta
10462,2025,Gut dysbiosis is associated with difficult-to-treat rheumatoid arthritis
10463,2024,RNA profiles differ between small and large extracellular vesicle subsets isolated from porcine seminal plasma
10464,2024,Big Data Analytics in Bioinformatics: Transforming Genomics and Proteomics for Advanced Biological Insights
10465,2024,A TBK1-independent primordial function of STING in lysosomal biogenesis.
10466,2024,Evaluation of Galaxy as a User-friendly Bioinformatics Tool for Enhancing Clinical Diagnostics in Genetics Laboratories
10467,2024,The AAV2.7m8 capsid packages a higher degree of heterogeneous vector genomes than AAV2.
10468,2024,Cinco de Bio: A Low-Code Platform for Domain-Specific Workflows for Biomedical Imaging Research
10469,2024,Topical fluoride varnish application shifts dysbiotic dental plaque microbiome towards eubiosis in children with dental caries
10470,2024,Adaptive Container Service: a New Paradigm for Robust and Optimized Bioinformatics Workflow Deployment in the Cloud
10471,2024,Integrative RNA-seq and ChIP-seq analysis unveils metabolic regulation as a conserved antiviral mechanism of chicken p53
10472,2024,MAPK pathway orchestrates gallid alphaherpesvirus 1 infection through the biphasic activation of MEK/ERK and p38 MAPK signaling.
10473,2024,Haxe as a Swiss knife for bioinformatic applications: the SeqPHASE case story
10474,2024,Proteomic Dynamics and Heat Stress Response in Arabidopsis Seedlings
10475,2024,"The polyextremophile Natranaerobius thermophilus adopts a dual adaptive strategy to long-term salinity stress, simultaneously accumulating compatible solutes and K+"
10476,2024,Protocol for identifying differentially expressed genes using the RumBall RNA-seq analysis platform
10477,2024,Positive epistasis drives clavulanic acid resistance in double mutant libraries of BlaC β-lactamase
10478,2024,HNF4A guides the MLL4 complex to establish and maintain H3K4me1 at gene regulatory elements
10479,2024,HiOmics: A cloud-based one-stop platform for the comprehensive analysis of large-scale omics data
10480,2023,Induced Endothelial Cell Cycle Arrest Prevents Arteriovenous Malformations in Hereditary Hemorrhagic Telangiectasia
10481,2023,Next-Generation Sequencing for the Detection of Microbial Agents in Avian Clinical Samples
10482,2023,"Macauba (Acrocomia aculeata) pulp oil has the potential to enhance the intestinal barrier morphology, goblet cell proliferation and gut microbiota composition in mice fed a high-fat diet"
10483,2023,Current status of whole-genome sequences of Korean angiosperms
10484,2023,Fluorescent reporter of Caenorhabditis elegans Parkin: Regulators of its abundance and role in autophagy-lysosomal dynamics
10485,2023,Towards a post-pandemic future for global pathogen genome sequencing
10486,2023,Bacterial diversity and community characteristics of the sinus and dental regions in adults with odontogenic sinusitis
